name,task,url,price,saves,likes,stars,period
Gebudewert berechnen,Real estate valuation,https://chat.openai.com/g/g-qk3ALOQca-gebaudewert-berechnen?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Trash Removal,Waste management advice,https://chat.openai.com/g/g-rcTD33OtS-trash-removal?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
VectorArt,SVG illustrations,https://vectorart.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $29/mo,1,N/A,N/A,december
Wertermittlung von Grundstcken,Real estate pricing,https://chat.openai.com/g/g-twRdQnTu4-wertermittlung-von-grundstucken?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
AIConsole,Workflow automation,https://aiconsole.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,3,N/A,N/A,december
AITDK,SEO content,https://aitdk.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,december
MJ Prompt Generator (V6),Prompts,https://chat.openai.com/g/g-tc0eHXdgb-mj-prompt-generator-v6?ref=taaft&utm_source=taaft&utm_medium=referral,Free,4,N/A,N/A,december
Beloga,Research,https://www.beloga.xyz/?ref=taaft&utm_source=taaft&utm_medium=referral,Free + from $12/mo,143,N/A,5.0,december
Beeyond AI,Productivity,https://www.beeyondai.com/?ref=taaft&utm_source=taaft&utm_medium=referral,$10/mo,206,4,5.0,december
Zoviz,Logo design,https://zoviz.com/?ref=taaft&utm_source=taaft&utm_medium=referral,From $19.99,25,N/A,3.0,december
GoPDF,Document Q&A,https://gopdf.io/features/pdf-chat?ref=taaft&utm_source=taaft&utm_medium=referral,Free + from $4.99/mo,43,2,5.0,december
Dating Profile Pro,Dating profiles,https://www.datingprofilepro.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,16,N/A,5.0,december
Cotter,Stock market analysis,https://cotter.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,26,N/A,5.0,december
Felix Link Captions,Image captions,https://felix.link/apps/captions?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,14,N/A,N/A,december
Face Swap by Remaker,Face swapping,https://remaker.ai/face-swap-free?ref=taaft&utm_source=taaft&utm_medium=referral,Free,222,N/A,5.0,december
Spellar AI,Communication improvement,https://spellar.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,34,N/A,4.5,december
Monoid, Agents,https://www.monoid.so/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,16,N/A,N/A,december
Immobilie schtzen lassen,Real estate valuation,https://chat.openai.com/g/g-2OqfENGqp-immobilie-schatzen-lassen?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Multimedia Content Creator,Multimedia creation,https://chat.openai.com/g/g-22yo0bPab-multimedia-content-creator?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
ReScript GPT,Rescript coding,https://chat.openai.com/g/g-6WNsS1jVM-rescript?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Huberman 30d Fitness Challenge,Fitness,https://chat.openai.com/g/g-Bi4Zhsfmv-huberman-30d-fitness-challenge?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Immobilie bewerten: Rechner,Real estate valuation,https://chat.openai.com/g/g-E5IQyRfX8-immobilie-bewerten-rechner?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Flutter Code Companion,Flutter coding assistance,https://chat.openai.com/g/g-FC92VP8hC-flutter-code-companion?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Verkehrswert einer Immobilie berechnen,Real estate pricing,https://chat.openai.com/g/g-Jsp1UpSeq-verkehrswert-einer-immobilie-berechnen?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Death Star Recruit: Stormtrooper Sweeper,Adventure game,https://chat.openai.com/g/g-KOMEv0cxV-death-star-recruit-stormtrooper-sweeper?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Arken Local SEO Checker,Local seo optimization,https://chat.openai.com/g/g-SltUa33eM-arken-local-seo-checker?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Objektbewertung,Real estateraisal,https://chat.openai.com/g/g-UEyTbsXkJ-objektbewertung?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Crypto TA + Macro Trader,Crypto trading advice,https://chat.openai.com/g/g-VxTcczxjr-crypto-ta-macro-trader?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Auctify,Nft auction guidance,https://chat.openai.com/g/g-YMvvKVySw-auctify?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,december
Solvable,Math calculator,https://apps.apple.com/us/app/solvable/id6468264888?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $0.99,2,N/A,N/A,december
Puppy AI,Pet images,https://puppy-ai.com/?ref=taaft&utm_source=taaft&utm_medium=referral,$9.99,2,N/A,N/A,december
SuperKeen AI,Linkedin outreach,https://superkeen.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,1,N/A,N/A,december
TranslateThisVideo,Video translation,https://www.translatethisvideo.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,1,N/A,N/A,december
GPT LinkedIn Post Generator,Linkedin posts,https://www.whatbuilds.com/tool/gpt-linkedin-post-generator?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,2,N/A,N/A,december
Moosend,Email marketing,https://moosend.com/email-marketing-ai/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $9/mo,1,N/A,N/A,december
Mindbreak,Mental health conversations,https://chat.openai.com/g/g-hIeoyyPQa-mindbreak?ref=taaft&utm_source=taaft&utm_medium=referral,Free,3,N/A,N/A,december
Nutrition Bot,Nutrition lookup,https://chat.openai.com/g/g-icz8DSRk4-nutrition-bot?ref=taaft&utm_source=taaft&utm_medium=referral,Free,2,N/A,N/A,december
Heizlpreis Aktuell,Heating oil pricing,https://chat.openai.com/g/g-lFZqLctjn-heizolpreis-aktuell?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Prof. Nigri,Academic mentoring,https://chat.openai.com/g/g-nA836RykT-prof-nigri?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,december
MeaningfulCX,Customer insights,https://www.meaningfulcx.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,2,N/A,N/A,december
Grundstck Wert berechnen,Real estate valuation,https://chat.openai.com/g/g-pWVG0GVWs-grundstuck-wert-berechnen?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
UML GPT,UML diagrams,https://chat.openai.com/g/g-D61xRXJME-uml-gpt?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,december
Art Director - Buckland,Custom image generation,https://chat.openai.com/g/g-rb1IlkVw2-art-director-buckland?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Learniverse,Learning,https://www.learniverse.pro/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,december
AI Girlfriend WTF,Virtual girlfriend,https://www.aigirlfriend.wtf/ai-girls?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,47,5,5.0,december
DecEptioner,Text rewriting,https://deceptioner.site/?ref=taaft&utm_source=taaft&utm_medium=referral,From $3,17,N/A,N/A,december
SantaKnowsYou,Personalized Santa videos,https://www.santaknowsyou.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,22,1,2.0,december
JagodaAI,Learning,https://www.jagoda.ai/en?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,20,N/A,N/A,december
Imagine by Meta,Image generation,https://imagine.meta.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,48,N/A,N/A,december
Story AIPhotoshoot,Story writing,https://story.aiphotoshoot.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,45,N/A,N/A,december
Lume AI,Data mapping,https://www.lume.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,31,N/A,N/A,december
Copilot for CodeMirror,Code autocompletion,https://copilot.asadmemon.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,5,N/A,N/A,december
JetBrains,Coding assistance,https://www.jetbrains.com/ai/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from €8.33/mo,16,N/A,N/A,december
Gemini by Google,Large Language Models,https://blog.google/technology/ai/google-gemini-ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,94,N/A,5.0,december
Readbox,Content audio conversion,https://readbox.app/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,26,N/A,N/A,december
Trend Analyst,Startup trends analysis,https://chat.openai.com/g/g-1Q7BeIqC8-trend-analyst?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,december
Write My Essay Bot,Essay writing,https://chat.openai.com/g/g-6sIiosQhh-write-my-essay-bot?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
AppDetails Deployment Assistant,Software development,https://chat.openai.com/g/g-A6ddC63Sr-appdetails-deployment-assistant?ref=taaft&utm_source=taaft&utm_medium=referral,Free,3,N/A,N/A,december
MicroMusic,Music creation,https://micromusic.tech/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,18,N/A,5.0,december
DocuBubble Logic Expert,Database optimization,https://chat.openai.com/g/g-KZyZmRjQm-docububble-logic-expert?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Speak Grok,Fantasy phrase swapping,https://chat.openai.com/g/g-ahQVOYt4g-speak-grok?ref=taaft&utm_source=taaft&utm_medium=referral,Free,2,N/A,N/A,december
FastAi,SEO content,https://theaitoolie.com/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $15/mo,N/A,N/A,N/A,december
Visionati,Visual analysis,https://visionati.com/?ref=taaft&utm_source=taaft&utm_medium=referral,From $5,3,N/A,5.0,december
cFlow,Task automation,https://www.cflow.tech/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from £10/mo,N/A,N/A,N/A,december
Depthtale,Story writing,https://www.depthtale.com/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $2/mo,3,N/A,5.0,december
TravAI,Content generation,https://www.travai.co/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,december
Simple Analytics AI,Website analysis,https://www.simpleanalytics.com/ai?ref=taaft&utm_source=taaft&utm_medium=referral,From €9/mo,1,N/A,N/A,december
DryRun Security,Code security,https://www.dryrun.security/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,december
Please Don't Code,Arduino code generation,https://www.pleasedontcode.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,25,N/A,5.0,december
AI map,Descriptive navigation,https://aimaps.app/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,28,N/A,N/A,december
Linnk the reading navigator,Text reading,https://www.linnk.ai/readai?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,30,2,4.8,december
Keepi,Personal knowledge management,https://www.keepi.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,31,N/A,5.0,december
Gamelight - AI-Backed Mobile Marketing,AI-Backed Mobile Marketing,https://www.gamelight.io/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,22,N/A,4.8,december
CostGPT,Software cost estimation,https://costgpt.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,46,15,4.9,december
Make me Epic,LinkedIn profile optimization,https://makemeepic.app/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,61,N/A,N/A,december
VideoGist,YouTube summaries,https://www.videogist.co/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,39,1,N/A,december
Zelma,Educational data analysis,https://www.zelma.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,36,N/A,N/A,december
StableLM Zephyr 3B,Large Language Models,https://stability.ai/news/stablelm-zephyr-3b-stability-llm?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,25,N/A,N/A,december
SeeingAI,Visual narration,https://www.seeingai.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,50,N/A,N/A,december
Cluster Content Page Creator for SEO,SEO content,https://chat.openai.com/g/g-8WhddGIva-cluster-content-page-creator-for-seo?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Spielst du ein Instrument?,Music conversations,https://chat.openai.com/g/g-DApMkGSag-spielst-du-ein-instrument?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
This Boy is Tocotronic,Fan interactions,https://chat.openai.com/g/g-FPujCVYlJ-this-boy-is-tocotronic?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Ciepy monta okien,Warm installation assistance,https://chat.openai.com/g/g-KzjavSkI5-cieply-montaz-okien?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
GoalsGPT,Goals,https://chat.openai.com/g/g-cIzslODUr-goals-gpt?ref=taaft&utm_source=taaft&utm_medium=referral,Free,2,N/A,N/A,december
Ikigai Coach GPT,Purpose discovery,https://chat.openai.com/g/g-yZskf7yBK-ikigai-coach?ref=taaft&utm_source=taaft&utm_medium=referral,Free,6,N/A,N/A,december
7 Lord Jesus Intercedes for Repentance,Christian guidance,https://chat.openai.com/g/g-dxHm9yuTk-7-lord-jesus-intercedes-for-repentance?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
AI Funny Photo Maker,Humorous photo transformation,https://chat.openai.com/g/g-fpPCbvcOG-ai-funny-photo-maker?ref=taaft&utm_source=taaft&utm_medium=referral,Free,2,N/A,N/A,december
Affi App,Motivational quotes,https://affi.app/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,3,N/A,N/A,december
Cold Mail Bot,Cold emails,https://coldmailbot.com/?ref=taaft&utm_source=taaft&utm_medium=referral,From $35/mo,N/A,N/A,N/A,december
SDGen Hair Designer,Hairstyles,https://sdgen.net/hair_designer?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,1,N/A,N/A,december
Lucas,Video generation,https://chat.openai.com/g/g-n54F7lrcw-lucas?ref=taaft&utm_source=taaft&utm_medium=referral,Free,7,N/A,N/A,december
Quiz Wizard,Quizzes,https://www.wooclap.com/en/quiz-wizard/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from €9.99/mo,N/A,N/A,N/A,december
ChatDB GPT,Database Q&A,https://chat.openai.com/g/g-PaY3DXmnx-chatdb?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
BotStacks,Chatbots,https://www.botstacks.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $99/mo,N/A,N/A,N/A,december
Glambase,Virtual influencer Management,https://glambase.app/?utm_source=taaft&utm_medium=organic&utm_campaign=organic,From $1,943,79,4.9,december
Video To Blog,Video to blogs,https://www.videotoblog.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $9/mo,94,4,3.7,december
Call Santa's Hotline,Chatting with Santa,https://apps.apple.com/us/app/call-santas-hotline/id6471460601?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $1.99,4,N/A,N/A,december
DeepMake,Video effects,https://deepmake.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,39,N/A,N/A,december
Actual Chat,Chatting,https://actual.chat/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,20,N/A,N/A,december
Lutra AI,Workflow automation,https://lutra.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,Free,40,1,5.0,december
Mistral AI,Large Language Models,https://mistral.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,21,N/A,N/A,december
Stream Slides ,Video to slides,https://streamslide.io/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,36,1,5.0,december
WhatDidYouHaveForDinner,Meal Management,https://www.whatdidyouhavefordinner.com/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $1.99/mo,21,N/A,N/A,december
Article Druid: Clickbait Story,Clickbait storytelling,https://chat.openai.com/g/g-1OA70TSxc-article-druid-clickbait-story?ref=taaft&utm_source=taaft&utm_medium=referral,Free,4,N/A,N/A,december
Article Druid: Technical Review,Technical reviews,https://chat.openai.com/g/g-6PLQzydMD-article-druid-technical-review?ref=taaft&utm_source=taaft&utm_medium=referral,Free,2,N/A,N/A,december
German Vocab Helper,German vocabulary,https://chat.openai.com/g/g-B9y8B8ftE-german-vocab-helper?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,december
Article Druid,How-to articles,https://chat.openai.com/g/g-CRIib36uf-article-druid-how-to-articles?ref=taaft&utm_source=taaft&utm_medium=referral,Free,4,N/A,N/A,december
Universal Astronomer (UAM-10.5-L),Astrophysics tutoring,https://chat.openai.com/g/g-DhvzBQKLz-universal-astronomer-uam-10-5-l?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,december
Article Druid: Listicles,Listicle creation,https://chat.openai.com/g/g-FFhzvhIsF-article-druid-listicles?ref=taaft&utm_source=taaft&utm_medium=referral,Free,2,N/A,N/A,december
Pastor Reviver,Spiritual guidance,https://chat.openai.com/g/g-Jg7BwWspC-pastor-reviver?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,december
Article Druid,Feature story creation,https://chat.openai.com/g/g-LZb16NDuP-article-druid-feature-stories?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,december
Person of the Year Generator for Time Magazine,Person of the year recommendations,https://chat.openai.com/g/g-N3D5ZJh5H-person-of-the-year-generator-for-time-magazine?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Article Druid - Opinion Stories,Opinion writing,https://chat.openai.com/g/g-RF7wvlICF-article-druid-opinion-stories?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,december
AltruSearch (original version),Conversational ai interaction,https://chat.openai.com/g/g-S5sBN6zFV-altrusearch-original-version?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,december
Universal Data Analyst (UDA-10.5-L),Data analysis,https://chat.openai.com/g/g-UnHVJnGaf-universal-data-analyst-uda-10-5-l?ref=taaft&utm_source=taaft&utm_medium=referral,Free,4,N/A,N/A,december
HackTricksGPT,Cybersecurity consulting,https://chat.openai.com/g/g-aaNx59p4q-hacktricksgpt?ref=taaft&utm_source=taaft&utm_medium=referral,Free,2,N/A,N/A,december
Humanize AI,Text humanization,https://chat.openai.com/g/g-aqaUhz49a-humanize-ai?ref=taaft&utm_source=taaft&utm_medium=referral,Free,5,N/A,N/A,december
Apple Calendar Generator,Calendar assistant,https://onehumanbeing.github.io/ICSGenerator/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,december
SharpAPI,Software development,https://sharpapi.com/?ref=taaft&utm_source=taaft&utm_medium=referral,$9.50/mo,1,N/A,N/A,december
VoiceGPTs,Chatbots,https://voice-bot-lemon.vercel.app/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,1,N/A,N/A,december
Walling AI,Content generation,https://walling.app/walling-ai?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $6/mo,N/A,N/A,N/A,december
DappSlap,Apps,https://www.dappslap.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,2,N/A,N/A,december
Health Sage AI,Holistic health advice,https://chat.openai.com/g/g-pe3q5IKkN-jian-kang-zhi-dao-health-sage-ai?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,december
Dorik,Website building,https://dorik.com/ai-website-builder?ref=taaft&utm_source=taaft&utm_medium=referral,From $15/mo,N/A,N/A,N/A,december
PriceGPT,Price optimization,https://www.price-gpt.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,december
ResumeBuild,Resumes,https://www.resumebuild.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,"Free, with paid options",125,N/A,5.0,december
Osum,Market research,https://osum.com/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $49.99/mo,255,2,3.9,december
Casablanca,Video call enhancement,https://www.casablanca.ai/en/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,76,N/A,N/A,december
LoreKeeper,Tabletop game preparation,https://lorekeeper.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,28,N/A,5.0,december
"GlobalThreat, Inc.",Global threat assessment,https://globalthreat.info/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,14,N/A,N/A,december
Seaml.es,Literature reviews,https://seaml.es/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,28,1,5.0,december
NEXBot,Chatbots,https://www.about.nexbot.io/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,13,N/A,N/A,december
NotebookLM,Research,https://notebooklm.google/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,29,N/A,N/A,december
QBitmap,Image generation,https://qbitmap.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,20,N/A,N/A,december
TableChat,Database Q&A,https://tablechatai.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,17,N/A,N/A,december
Radiant AI,Medical information chatbot,https://www.radiantai.health/?ref=taaft&utm_source=taaft&utm_medium=referral,Free,18,N/A,N/A,december
ethicallyHackingspace (eHs) (PTSF2S),Interactive courses,https://chat.openai.com/g/g-09pXVsq4R-ethicallyhackingspace-ehs-r-ptsf2s-tm?ref=taaft&utm_source=taaft&utm_medium=referral,Free,3,N/A,N/A,december
Dropbox Dash,Document search,https://www.dropbox.com/dash?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,10,N/A,N/A,december
ethicallyHackingspace (eHs) (PT-SCP),Cybersecurity training,https://chat.openai.com/g/g-9eonEebhK-ethicallyhackingspace-ehs-r-pt-scp-tm?ref=taaft&utm_source=taaft&utm_medium=referral,Free,3,N/A,N/A,december
ethicallyHackingspace (eHs) (IE-SCP),Interactive courses,https://chat.openai.com/g/g-ApvzPwkau-ethicallyhackingspace-ehs-r-ie-scp-tm?ref=taaft&utm_source=taaft&utm_medium=referral,Free,2,N/A,N/A,december
Smart Manoj AI,Expert mentoring,https://chat.openai.com/g/g-V9XzZKF7A-smart-manoj-ai?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Game Changer,Interactive sports analysis,https://chat.openai.com/g/g-fLM2WA4AZ-game-changer?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Ethertext,Text transformation,https://ethertext.app/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,december
Jamahook,Music creation,https://jamahook.com/offline-agent/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,3,N/A,N/A,december
Wandee,Personal assistant,https://play.google.com/store/apps/details?id=com.personal.myai&ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,4,N/A,N/A,december
Summaletter,Newsletter summaries,https://summaletter.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,december
Charm Check,Dating profiles,https://thecharmcheck.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,1,N/A,N/A,december
Anytalk,Live translations,https://anytalk.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,4,N/A,N/A,december
Ideaflow  Notes,Note-taking,https://apps.apple.com/us/app/ideaflow-notes/id6463830566?ref=taaft&utm_source=taaft&utm_medium=referral,Free,7,N/A,N/A,december
Curiosity.AI,Search engine,https://curiosity.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from €3.99/mo,4,N/A,5.0,december
ChuckleBot,Humorous decisions,https://chat.openai.com/g/g-tQ32iDHKj-yes-or-no?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,december
KardsAI,Flashcards,https://kardsai.app/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,45,N/A,5.0,december
HitPaw Photo AI,Images,https://www.hitpaw.com/photo-ai.html?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,16,1,5.0,december
Tarot Master,Tarot card readings,https://tarotmaster.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,77,1,5.0,december
Ganogram, Group chats,https://ganogram.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,6,N/A,N/A,december
Giftruly,Gift ideas,https://giftruly.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,19,N/A,5.0,december
Shotty,Short videos,https://shotty.fun/?ref=taaft&utm_source=taaft&utm_medium=referral,Free,30,3,2.0,december
Photo AI Studio,Avatars,https://www.photoaistudio.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,24,1,5.0,december
Shopping Muse by Dynamic Yield,Shopping assistance,https://www.dynamicyield.com/shopping-muse/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,4,N/A,N/A,december
Assembly,Team collaboration,https://www.joinassembly.com/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $2.80/mo,N/A,N/A,N/A,december
Ask Rev. Sheila,Bible personalization,https://chat.openai.com/g/g-kgUbOy7Z7-ask-rev-sheila?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,december
Tech Stock Analyst,Tech stock analysis,https://chat.openai.com/g/g-lVWqtb1gw-tech-stock-analyst?ref=taaft&utm_source=taaft&utm_medium=referral,Free,3,N/A,N/A,december
Quotations AI Essay Composer,Quote-based essays,https://chat.openai.com/g/g-mVoMlnjwB-quotations-ai-essay-composer?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Complex Knowledge Atomizer,Knowledge simplification,https://chat.openai.com/g/g-qXAzsl00L-complex-knowledge-atomizer?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
AudioNotesAI,Note-taking,https://audionotesai.com/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $49/yr,1,1,N/A,december
Creatify,Video ads,https://creatify.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $39/mo,2,N/A,N/A,december
DigestAI,Video summaries,https://digestai.co/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $10/mo,N/A,N/A,N/A,december
Nullface,Faceless videos,https://nullface.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,From $13.99/mo,N/A,N/A,N/A,december
TieUi,Web design,https://tieui.app/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,december
AISnap,Image generation,https://www.aisnap.art/static/html/aisnap/index.html?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,december
Songbird News,News summaries,https://www.songbird.news/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,december
KWIKmotion,Video cropping,https://www.kwikmotion.com/ai-cropping/en?utm_source=There%27s+an+AI+for+that&utm_medium=Campaign&utm_campaign=There_is_an_AI_for_that_campaign,No pricing,8,N/A,N/A,december
DotScript,Medical search engine,https://dotscript.netlify.app/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,1,N/A,N/A,december
Dash AI,Business management,https://www.dashworks.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,From $7.49/mo,68,3,5.0,december
HiNotes, Summaries,https://hinotes.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,18,N/A,N/A,december
